1 9.83e-07
11 2.064e-06
21 2.465e-06
31 2.024e-06
41 2.754e-06
51 2.22e-06
61 2.195e-06
71 2.379e-06
81 2.922e-06
91 3.101e-06
101 4.393e-06
111 4.804e-06
121 4.42e-06
131 4.461e-06
141 3.568e-06
151 5.306e-06
161 4.052e-06
171 7.003e-06
181 4.4e-06
191 4.412e-06
201 4.74e-06
211 6.251e-06
221 4.47e-06
231 6.596e-06
241 6.725e-06
251 5.785e-06
261 6.667e-06
271 7.589e-06
281 5.12e-06
291 7.595e-06
301 7.321e-06
311 8.902e-06
321 8.679e-06
331 9.177e-06
341 7.085e-06
351 7.323e-06
361 8.712e-06
371 5.542e-06
381 5.763e-06
391 5.541e-06
401 6.512e-06
411 8.528e-06
421 8.081e-06
431 9.414e-06
441 8.919e-06
451 8.774e-06
461 9.361e-06
471 8.429e-06
481 5.994e-06
491 6.085e-06
501 8.699e-06
511 8.826e-06
521 9.878e-06
531 1.042e-05
541 9.583e-06
551 9.085e-06
561 1.0318e-05
571 8.699e-06
581 7.426e-06
591 1.0232e-05
601 7.817e-06
611 1.0009e-05
621 8.411e-06
631 8.566e-06
641 8.486e-06
651 8.879e-06
661 8.975e-06
671 9.152e-06
681 1.2328e-05
691 1.5825e-05
701 9.751e-06
711 1.0036e-05
721 1.4525e-05
731 1.0329e-05
741 1.0481e-05
751 1.0951e-05
761 1.0905e-05
771 1.0838e-05
781 1.092e-05
791 1.1071e-05
801 1.0993e-05
811 1.1081e-05
821 1.1072e-05
831 1.0846e-05
841 9.983e-06
851 1.1218e-05
861 1.1424e-05
871 1.0019e-05
881 2.3647e-05
891 1.6065e-05
901 1.7707e-05
911 1.0926e-05
921 9.981e-06
931 1.7969e-05
941 1.8154e-05
951 1.0765e-05
961 1.5793e-05
971 1.7573e-05
981 1.5399e-05
991 1.1802e-05
1001 1.0813e-05
1011 1.1035e-05
1021 1.0719e-05
1031 1.1254e-05
1041 1.132e-05
1051 1.166e-05
1061 1.8072e-05
1071 1.9504e-05
1081 1.239e-05
1091 2.0823e-05
1101 1.9773e-05
1111 1.1889e-05
1121 1.9996e-05
1131 1.3523e-05
1141 1.2207e-05
1151 1.341e-05
1161 1.3923e-05
1171 2.017e-05
1181 1.2721e-05
1191 1.4614e-05
1201 1.608e-05
1211 1.4914e-05
1221 1.5144e-05
1231 1.5415e-05
1241 2.3255e-05
1251 1.62e-05
1261 2.2799e-05
1271 1.6373e-05
1281 1.4748e-05
1291 2.4751e-05
1301 2.5663e-05
1311 2.4827e-05
1321 2.4487e-05
1331 2.6478e-05
1341 2.3977e-05
1351 1.7813e-05
1361 2.5003e-05
1371 1.8555e-05
1381 1.8671e-05
1391 1.8754e-05
1401 1.8897e-05
1411 1.9179e-05
1421 1.9352e-05
1431 2.1766e-05
1441 2.7885e-05
1451 2.019e-05
1461 3.9122e-05
1471 2.0078e-05
1481 3.1611e-05
1491 2.0944e-05
1501 2.9505e-05
1511 2.1064e-05
1521 3.0858e-05
1531 2.1277e-05
1541 3.0207e-05
1551 4.3792e-05
1561 3.2637e-05
1571 2.1226e-05
1581 2.1431e-05
1591 3.0925e-05
1601 2.1224e-05
1611 3.3797e-05
1621 2.7887e-05
1631 2.1686e-05
1641 3.4412e-05
1651 2.1339e-05
1661 2.1299e-05
1671 2.1465e-05
1681 2.1512e-05
1691 1.9757e-05
1701 2.185e-05
1711 2.1652e-05
1721 3.5739e-05
1731 3.586e-05
1741 3.1978e-05
1751 3.0353e-05
1761 2.1501e-05
1771 4.3848e-05
1781 3.5602e-05
1791 3.4011e-05
1801 3.4206e-05
1811 3.2824e-05
1821 3.1863e-05
1831 2.1229e-05
1841 2.1453e-05
1851 2.1298e-05
1861 2.1315e-05
1871 2.142e-05
1881 2.1841e-05
1891 2.1538e-05
1901 2.1356e-05
1911 2.1189e-05
1921 2.1254e-05
1931 2.6065e-05
1941 3.0158e-05
1951 3.0631e-05
1961 3.2762e-05
1971 3.1157e-05
1981 3.3123e-05
1991 3.3554e-05
2001 3.2858e-05
2011 2.2927e-05
2021 2.1188e-05
2031 2.1213e-05
2041 2.1099e-05
2051 2.1732e-05
2061 2.1801e-05
2071 2.2009e-05
2081 2.1795e-05
2091 3.1566e-05
2101 3.5099e-05
2111 2.227e-05
2121 3.2508e-05
2131 3.2779e-05
2141 2.8248e-05
2151 2.3741e-05
2161 2.3783e-05
2171 3.6962e-05
2181 2.3924e-05
2191 2.4458e-05
2201 4.1198e-05
2211 3.7239e-05
2221 2.6167e-05
2231 2.5931e-05
2241 2.6614e-05
2251 4.3778e-05
2261 3.6262e-05
2271 3.7867e-05
2281 3.9258e-05
2291 2.6377e-05
2301 2.678e-05
2311 2.4108e-05
2321 3.5816e-05
2331 3.9886e-05
2341 4.1544e-05
2351 4.2833e-05
2361 2.7707e-05
2371 4.1933e-05
2381 2.8297e-05
2391 4.7165e-05
2401 2.8854e-05
2411 4.3199e-05
2421 2.8839e-05
2431 4.3927e-05
2441 2.9421e-05
2451 3.8764e-05
2461 3.0658e-05
2471 3.0769e-05
2481 3.1373e-05
2491 4.7294e-05
2501 3.1472e-05
2511 3.1476e-05
2521 3.1451e-05
2531 0.000269434
2541 5.6527e-05
2551 4.2628e-05
2561 4.5068e-05
2571 3.2664e-05
2581 3.3162e-05
2591 3.2505e-05
2601 5.0103e-05
2611 5.0042e-05
2621 3.2999e-05
2631 6.6405e-05
2641 3.3821e-05
2651 3.4006e-05
2661 3.6789e-05
2671 3.4253e-05
2681 3.434e-05
2691 3.7722e-05
2701 3.4906e-05
2711 5.2695e-05
2721 3.5533e-05
2731 3.608e-05
2741 3.6685e-05
2751 5.5298e-05
2761 4.8591e-05
2771 4.8368e-05
2781 3.6761e-05
2791 3.6865e-05
2801 0.000156297
2811 5.3857e-05
2821 3.7155e-05
2831 3.7349e-05
2841 3.8068e-05
2851 5.4291e-05
2861 7.5593e-05
